group,Sample,Gene_symbol,gencode_start_hg19,gencode_end_hg19,Cytoband_hg19,IC
HER2+,CURTIS_H001404,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001404,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001404,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001404,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001404,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001404,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001404,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001404,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001404,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001404,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001401,POLD4,67118248,67124443,11q13,IC2
HER2+,CURTIS_H001401,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001401,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H001401,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001401,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H001401,PPP1CA,67165654,67188654,11q13,IC2
HER2+,CURTIS_H001401,FGF4,69585784,69590171,11q13,IC2
HER2+,CURTIS_H001401,RPS6KB2,67195931,67202879,11q13,IC2
HER2+,CURTIS_H001401,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H001401,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001401,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001401,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H001401,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H001401,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H001401,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001401,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001401,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001401,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H001401,CCND1,69455855,69469242,11q13,IC2
HER2+,CURTIS_H001401,PAAF1,73587744,73642169,11q13,IC2
HER2+,CURTIS_H001401,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H001401,PPFIA1,70116806,70231418,11q13,IC2
HER2+,CURTIS_H001401,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001401,CTTN,70244510,70282690,11q13,IC2
HER2+,CURTIS_H001401,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001401,PPME1,73882144,73965748,11q13,IC2
HER2+,CURTIS_H001401,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001401,POLD3,74204896,74380162,11q13,IC2
HER2+,CURTIS_H001401,RAD9A,67085342,67165881,11q13,IC2
HER2+,CURTIS_H001401,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001401,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001401,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001401,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H001401,CCS,66360292,66373490,11q13,IC2
HER2+,CURTIS_H001401,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H001401,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001401,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001401,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H001401,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001401,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H001401,CHCHD8,73583712,73588033,11q13,IC2
HER2+,CURTIS_H001401,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001401,SSH3,67070919,67080078,11q13,IC2
HER2+,CURTIS_H001401,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H001401,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001401,MYC,128747680,128753680,8q24,IC9
